total_value,neighborhood,area,year,deposit,rent,elavator,parking,warehouse
4500000000.0, اقدسیه ,250,1399,4500000000.0,0.0,1,1,1
150090000.0, ورامین ,95,1399,150000000.0,3000000.0,1,1,1
200000000.0, علی‌آباد ,65,1394,200000000.0,0.0,1,0,1
500750000.0, زعفرانیه ,180,1392,500000000.0,25000000.0,1,1,1
100300000.0, پاسداران ,85,1398,100000000.0,10000000.0,1,1,1
300000000.0, مجیدیه ,62,1393,300000000.0,0.0,1,1,1
440000000.0, طرشت ,85,1399,440000000.0,0.0,1,1,1
100036000.0, زنجان ,58,1388,100000000.0,1200000.0,0,0,1
50120000.0, باغ فیض ,54,1385,50000000.0,4000000.0,0,1,1
100330000.0, نیاوران ,80,1390,100000000.0,11000000.0,1,1,1
101350000.0, زعفرانیه ,200,1398,100000000.0,45000000.0,1,1,1
300030000.0, کوی فردوس ,72,1388,300000000.0,1000000.0,1,1,1
110015000.0, شهر قدس ,110,1391,110000000.0,500000.0,0,0,1
0.0, سعادت‌آباد ,100,1388,0.0,0.0,1,1,1
699000000.0, اکباتان ,160,1363,699000000.0,0.0,1,1,1
250000000.0, تهران‌سر ,68,1397,250000000.0,0.0,1,1,1
200210000.0, دریاچه شهدای خلیج فارس ,120,1398,200000000.0,7000000.0,1,1,1
300210000.0, پاسداران ,110,1395,300000000.0,7000000.0,1,1,1
240009000.0, شهید بروجردی ,110,1396,240000000.0,300000.0,1,1,1
30024000.0, پرند ,78,1399,30000000.0,800000.0,1,1,1
0.0, دریاچه شهدای خلیج فارس ,160,1398,0.0,0.0,1,1,1
300150000.0, سهروردی ,100,1380,300000000.0,5000000.0,1,1,1
100045000.0, حصارک ,65,1388,100000000.0,1500000.0,0,0,1
100105000.0, جیحون ,90,1389,100000000.0,3500000.0,0,1,1
7000000000.0, آجودانیه ,250,1399,7000000000.0,0.0,1,1,1
140.0, شهریار ,90,1399,140.0,0.0,1,1,1
0.0, قیطریه ,250,1382,0.0,0.0,1,1,1
300450000.0, نیاوران ,180,1378,300000000.0,15000000.0,0,0,1
50060000.0, شهرک ولیعصر ,45,1388,50000000.0,2000000.0,1,1,1
420000000.0, شاهین ,72,1389,420000000.0,0.0,0,1,1
700000000.0, جنت‌آباد شمالی ,120,1398,700000000.0,0.0,1,1,1
270000000.0, نواب ,120,1399,270000000.0,0.0,1,1,1
200144000.0, سعیدآباد ,180,1395,200000000.0,4800000.0,1,1,1
300114000.0, شهر ری - استخر ,130,1399,300000000.0,3800000.0,1,1,1
400360000.0, سعادت‌آباد ,145,1385,400000000.0,12000000.0,1,1,1
850000000.0, فرمانیه ,140,1390,850000000.0,0.0,1,1,1
301020000.0, الهیه ,150,1399,300000000.0,34000000.0,1,1,1
0.0, سعادت‌آباد ,65,1390,0.0,0.0,1,1,1
100000000.0, استخر ,97,1399,100000000.0,0.0,1,1,1
250180000.0, سهروردی ,85,1385,250000000.0,6000000.0,1,0,1
140000000.0, پردیس ,87,1398,140000000.0,0.0,1,1,1
700000000.0, قیطریه ,65,1395,700000000.0,0.0,1,1,1
900000000.0, سعادت‌آباد ,125,1388,900000000.0,0.0,1,1,1
1003000000.0, فرمانیه ,227,1389,1000000000.0,100000000.0,1,1,1
40084000.0, منیریه ,52,1383,40000000.0,2800000.0,0,0,1
100024000.0, شهر ری - هاشم‌آباد ,50,1397,100000000.0,800000.0,0,0,1
500090000.0, طرشت ,100,1395,500000000.0,3000000.0,1,1,1
150240000.0, باغ فیض ,120,1397,150000000.0,8000000.0,1,1,1
0.0, مرزداران ,200,1399,0.0,0.0,1,1,1
190000000.0, شهر قدس ,100,1397,190000000.0,0.0,1,1,1
550660000.0, محمودیه ,180,1389,550000000.0,22000000.0,1,1,1
500225000.0, پاسداران ,95,1399,500000000.0,7500000.0,1,1,1
300360000.0, سعادت‌آباد ,100,1394,300000000.0,12000000.0,1,1,1
190090000.0, شهر زیبا ,65,1386,190000000.0,3000000.0,1,1,1
4000000000.0, نیاوران ,400,1399,4000000000.0,0.0,1,1,1
50105000.0, خواجه نصیر طوسی ,52,1393,50000000.0,3500000.0,1,0,1
1550000000.0, فرمانیه ,240,1387,1550000000.0,0.0,1,1,1
200090000.0, شهرک نفت (منطقه ۵) ,70,1382,200000000.0,3000000.0,0,1,1
250000000.0, صادقیه ,57,1385,250000000.0,0.0,1,1,1
100126000.0, نارمک ,65,1383,100000000.0,4200000.0,1,0,1
300000000.0, کوی مهران ,65,1381,300000000.0,0.0,0,0,1
3100000000.0, زعفرانیه ,230,1395,3100000000.0,0.0,1,1,1
45084000.0, نازی‌آباد ,60,1395,45000000.0,2800000.0,0,0,1
100105000.0, شارق شرقی ,75,1391,100000000.0,3500000.0,1,0,1
0.0, نیاوران ,300,1399,0.0,0.0,1,1,1
200450000.0, سعادت‌آباد ,120,1387,200000000.0,15000000.0,1,1,1
270000000.0, پونک ,61,1389,270000000.0,0.0,1,1,1
2001800000.0, زعفرانیه ,250,1399,2000000000.0,60000000.0,1,1,1
86000000.0, قرچک ,75,1386,86000000.0,0.0,0,0,1
500000000.0, شمس‌آباد ,98,1394,500000000.0,0.0,1,1,1
65000000.0, رباط کریم ,45,1390,65000000.0,0.0,0,0,1
200660000.0, ولنجک ,130,1391,200000000.0,22000000.0,1,1,1
165000000.0, بهارستان ,70,1382,165000000.0,0.0,0,0,1
240000000.0, جنت‌آباد شمالی ,65,1380,240000000.0,0.0,0,1,1
840000.0, شهرک غرب ,100,1399,0.0,28000000.0,1,1,1
2300000000.0, دروس ,275,1395,2300000000.0,0.0,1,1,1
0.0, تهران‌سر ,65,1387,0.0,0.0,0,1,1
0.0, هروی ,100,1399,0.0,0.0,1,1,1
190000000.0, جیحون ,60,1396,190000000.0,0.0,1,1,1
350225000.0, سازمان برنامه ,115,1387,350000000.0,7500000.0,1,1,1
100300000.0, هروی ,85,1396,100000000.0,10000000.0,1,1,1
0.0, پاسداران ,70,1375,0.0,0.0,1,1,1
550000000.0, پونک ,110,1395,550000000.0,0.0,1,1,1
330000000.0, تهران‌سر ,95,1392,330000000.0,0.0,1,1,1
650000000.0, سهروردی ,105,1399,650000000.0,0.0,1,1,1
250000000.0, شکوفه ,75,1388,250000000.0,0.0,0,1,1
350000000.0, جنت‌آباد شمالی ,64,1395,350000000.0,0.0,1,1,1
600000000.0, یوسف‌آباد ,80,1395,600000000.0,0.0,1,1,1
0.0, قیطریه ,155,1389,0.0,0.0,1,1,1
460036000.0, پونک ,70,1399,460000000.0,1200000.0,1,1,1
250240000.0, کوهک ,118,1394,250000000.0,8000000.0,1,1,1
200360000.0, هروی ,120,1397,200000000.0,12000000.0,1,1,1
700000000.0, سهروردی ,105,1399,700000000.0,0.0,1,1,1
0.0, گیشا (کوی نصر) ,150,1399,0.0,0.0,1,1,1
60075000.0, تهرانپارس غربی ,45,1385,60000000.0,2500000.0,0,1,1
0.0, پاسداران ,115,1385,0.0,0.0,1,1,1
0.0, قیطریه ,120,1395,0.0,0.0,1,1,1
200540000.0, ولنجک ,160,1388,200000000.0,18000000.0,1,1,1
150450000.0, زعفرانیه ,107,1394,150000000.0,15000000.0,1,1,1
850000000.0, سازمان برنامه ,138,1397,850000000.0,0.0,1,1,1
700600000.0, سعادت‌آباد ,150,1399,700000000.0,20000000.0,1,1,1
500030000.0, سعادت‌آباد ,95,1386,500000000.0,1000000.0,1,1,1
100105000.0, نارمک ,57,1388,100000000.0,3500000.0,1,1,1
260000000.0, اندیشه ,110,1399,260000000.0,0.0,1,1,1
5030000.0, نظام‌آباد ,30,1390,5000000.0,1000000.0,0,0,1
1500000000.0, نیاوران ,215,1390,1500000000.0,0.0,1,1,1
150135000.0, باغ فیض ,70,1385,150000000.0,4500000.0,0,1,1
40045000.0, پرند ,85,1398,40000000.0,1500000.0,1,1,1
70075000.0, وحیدیه ,60,1395,70000000.0,2500000.0,0,1,1
50018000.0, مسعودیه ,60,1393,50000000.0,600000.0,0,0,1
50036000.0, شهرک ولیعصر ,50,1378,50000000.0,1200000.0,0,0,1
180000000.0, افسریه ,74,1382,180000000.0,0.0,0,1,1
0.0, سیدخندان ,190,1399,0.0,0.0,1,1,1
450315000.0, سعادت‌آباد ,140,1388,450000000.0,10500000.0,1,1,1
600000000.0, کوی فردوس ,100,1397,600000000.0,0.0,1,1,1
4000000000.0, قیطریه ,350,1399,4000000000.0,0.0,1,1,1
100120000.0, جی ,135,1385,100000000.0,4000000.0,0,0,1
200225000.0, مرزداران ,123,1384,200000000.0,7500000.0,0,1,1
1600000000.0, سعادت‌آباد ,165,1395,1600000000.0,0.0,1,1,1
70084000.0, تهران‌نو ,62,1389,70000000.0,2800000.0,0,1,1
1200000000.0, سهروردی ,110,1399,1200000000.0,0.0,1,1,1
25030000.0, پرند ,80,1396,25000000.0,1000000.0,1,1,1
0.0, ولنجک ,700,1397,0.0,0.0,1,1,1
500450000.0, سعادت‌آباد ,128,1392,500000000.0,15000000.0,1,1,1
0.0, هروی ,222,1399,0.0,0.0,1,1,1
420000000.0, سازمان برنامه ,95,1395,420000000.0,0.0,1,1,1
300000000.0, باغ فیض ,70,1387,300000000.0,0.0,1,1,1
501500000.0, زعفرانیه ,250,1394,500000000.0,50000000.0,1,1,1
70063000.0, سلامت ,45,1389,70000000.0,2100000.0,1,1,1
20060000.0, پونک ,70,1385,20000000.0,2000000.0,0,0,1
2700030000.0, فرمانیه ,250,1395,2700000000.0,1000000.0,1,1,1
0.0, زعفرانیه ,370,1399,0.0,0.0,1,1,1
30042000.0, رباط کریم ,74,1394,30000000.0,1400000.0,1,0,1
900300000.0, ولنجک ,117,1399,900000000.0,10000000.0,1,1,1
300465000.0, اختیاریه ,140,1394,300000000.0,15500000.0,1,1,1
200210000.0, شهر زیبا ,90,1398,200000000.0,7000000.0,1,1,1
100300000.0, نیاوران ,72,1395,100000000.0,10000000.0,0,0,1
0.0, آبشار تهران ,135,1385,0.0,0.0,1,1,1
190060000.0, تهران‌سر ,72,1397,190000000.0,2000000.0,1,1,1
1200000000.0, جردن ,160,1395,1200000000.0,0.0,1,1,1
230000000.0, شهر قدس ,100,1399,230000000.0,0.0,1,1,1
380000000.0, تهرانپارس شرقی ,90,1399,380000000.0,0.0,1,1,1
200030000.0, قیام ,80,1391,200000000.0,1000000.0,1,0,1
120090000.0, نیرو هوایی ,85,1380,120000000.0,3000000.0,0,1,1
45000000.0, پرند ,75,1398,45000000.0,0.0,1,0,1
300045000.0, سرو آزاد ,107,1399,300000000.0,1500000.0,1,1,1
4000000000.0, نیاوران ,350,1398,4000000000.0,0.0,1,1,1
110138000.0, حکیمیه ,105,1398,110000000.0,4600000.0,1,1,1
0.0, اباذر ,135,1397,0.0,0.0,1,1,1
301200000.0, الهیه ,200,1398,300000000.0,40000000.0,1,1,1
150246000.0, سهروردی ,110,1390,150000000.0,8200000.0,1,1,1
1000000000.0, سهروردی ,110,1396,1000000000.0,0.0,1,1,1
350030000.0, منیریه ,106,1389,350000000.0,1000000.0,1,1,1
400360000.0, هروی ,140,1394,400000000.0,12000000.0,1,1,1
460000000.0, ستارخان ,110,1397,460000000.0,0.0,1,1,1
650000000.0, کوهک ,115,1398,650000000.0,0.0,1,1,1
450000000.0, شهرک راه‌آهن ,120,1393,450000000.0,0.0,0,0,1
0.0, کامرانیه ,340,1397,0.0,0.0,1,1,1
200450000.0, قیطریه ,120,1389,200000000.0,15000000.0,1,1,1
200750000.0, میرداماد ,207,1385,200000000.0,25000000.0,1,1,1
500000000.0, تهران‌ویلا ,105,1398,500000000.0,0.0,1,1,1
501200000.0, دروس ,300,1385,500000000.0,40000000.0,1,1,1
1250000000.0, نیاوران ,125,1399,1250000000.0,0.0,1,1,1
3500300000.0, نیاوران ,350,1395,3500000000.0,10000000.0,1,1,1
110090000.0, ارامنه ,70,1398,110000000.0,3000000.0,1,1,1
0.0, ولنجک ,500,1398,0.0,0.0,1,1,1
300030000.0, کوی فردوس ,70,1388,300000000.0,1000000.0,1,1,1
600360000.0, یوسف‌آباد ,150,1393,600000000.0,12000000.0,1,1,1
250000000.0, شهر ری - اقدسیه ,78,1399,250000000.0,0.0,1,1,1
0.0, شهرک غرب ,250,1390,0.0,0.0,1,1,1
200060000.0, پیروزی ,81,1397,200000000.0,2000000.0,1,1,1
500375000.0, فاطمی ,150,1397,500000000.0,12500000.0,1,1,1
230000000.0, شهران جنوبی ,60,1386,230000000.0,0.0,1,1,1
250210000.0, مرزداران ,114,1389,250000000.0,7000000.0,1,1,1
200750000.0, دروس ,143,1396,200000000.0,25000000.0,1,1,1
500000000.0, قیطریه ,126,1395,500000000.0,0.0,1,1,1
125000000.0, پرند ,84,1395,125000000.0,0.0,0,1,1
0.0, سهروردی ,125,1397,0.0,0.0,1,1,1
700000000.0, ولنجک ,135,1388,700000000.0,0.0,0,1,1
200120000.0, ستارخان ,71,1396,200000000.0,4000000.0,1,1,1
150000000.0, مشیریه ,45,1385,150000000.0,0.0,0,1,1
100195000.0, جنت‌آباد شمالی ,85,1395,100000000.0,6500000.0,1,1,1
500180000.0, اوین ,115,1397,500000000.0,6000000.0,1,1,1
0.0, نیاوران ,270,1399,0.0,0.0,1,1,1
130000000.0, پاکدشت ,108,1399,130000000.0,0.0,1,1,1
0.0, پونک ,140,1399,0.0,0.0,1,1,1
1600000000.0, سعادت‌آباد ,145,1398,1600000000.0,0.0,1,1,1
0.0, فرمانیه ,230,1398,0.0,0.0,1,1,1
750000000.0, دروس ,115,1389,750000000.0,0.0,1,1,1
430000000.0, اختیاریه ,73,1380,430000000.0,0.0,0,1,1
1800000000.0, کامرانیه ,211,1395,1800000000.0,0.0,1,1,1
150150000.0, ارم ,80,1384,150000000.0,5000000.0,1,1,1
1200000000.0, نیاوران ,130,1397,1200000000.0,0.0,1,1,1
500180000.0, دزاشیب ,85,1399,500000000.0,6000000.0,1,1,1
700750000.0, الهیه ,260,1379,700000000.0,25000000.0,0,1,1
400420000.0, جردن ,150,1386,400000000.0,14000000.0,1,1,1
600540000.0, قیطریه ,300,1382,600000000.0,18000000.0,1,1,1
0.0, فرمانیه ,201,1396,0.0,0.0,1,1,1
400150000.0, امیرآباد ,200,1385,400000000.0,5000000.0,0,1,1
80060000.0, آذربایجان ,60,1393,80000000.0,2000000.0,0,1,1
0.0, ولنجک ,200,1388,0.0,0.0,1,1,1
0.0, نیاوران ,180,1395,0.0,0.0,1,1,1
600345000.0, پاسداران ,125,1399,600000000.0,11500000.0,1,1,1
0.0, فرمانیه ,125,1398,0.0,0.0,1,1,1
350120000.0, کوی فردوس ,106,1393,350000000.0,4000000.0,1,1,1
700780000.0, ولنجک ,195,1387,700000000.0,26000000.0,1,1,1
0.0, سعادت‌آباد ,155,1391,0.0,0.0,1,1,1
0.0, اقدسیه ,256,1399,0.0,0.0,1,1,1
290000000.0, نارمک ,62,1385,290000000.0,0.0,0,1,1
1050030000.0, زعفرانیه ,120,1391,1050000000.0,1000000.0,1,1,1
0.0, فرمانیه ,330,1399,0.0,0.0,1,1,1
750000.0, سعادت‌آباد ,123,1390,0.0,25000000.0,1,1,1
900000000.0, نیاوران ,103,1395,900000000.0,0.0,1,1,1
350000000.0, تهرانپارس غربی ,120,1375,350000000.0,0.0,0,0,1
650000000.0, شاهین ,100,1399,650000000.0,0.0,1,1,1
0.0, ولنجک ,325,1399,0.0,0.0,1,1,1
200165000.0, کوی فردوس ,90,1399,200000000.0,5500000.0,1,1,1
600210000.0, دارآباد ,120,1399,600000000.0,7000000.0,1,1,1
1900003000.0, دروس ,185,1399,1900000000.0,100000.0,1,1,1
300180000.0, آبشار تهران ,160,1399,300000000.0,6000000.0,1,1,1
530000000.0, مرزداران ,90,1388,530000000.0,0.0,1,1,1
30081000.0, تهران‌نو ,59,1385,30000000.0,2700000.0,0,0,1
2000000000.0, اوین ,195,1399,2000000000.0,0.0,1,1,1
400180000.0, تهرانپارس غربی ,135,1398,400000000.0,6000000.0,1,1,1
20021000.0, قرچک ,60,1392,20000000.0,700000.0,0,1,1
750960000.0, زعفرانیه ,175,1399,750000000.0,32000000.0,1,1,1
70081000.0, آذری ,61,1391,70000000.0,2700000.0,1,1,1
35108000.0, جیحون ,64,1388,35000000.0,3600000.0,1,1,1
620000000.0, دروس ,103,1399,620000000.0,0.0,0,1,1
200630000.0, سوهانک ,125,1397,200000000.0,21000000.0,1,1,1
0.0, پرند ,145,1399,0.0,0.0,1,1,1
160084000.0, شمس‌آباد ,65,1388,160000000.0,2800000.0,1,1,1
150135000.0, کوی فردوس ,88,1396,150000000.0,4500000.0,1,1,1
130006000.0, کاروان ,65,1395,130000000.0,200000.0,1,1,1
150000000.0, آهنگ ,57,1384,150000000.0,0.0,1,1,1
25075000.0, سبلان ,43,1386,25000000.0,2500000.0,1,0,1
300060000.0, شهر زیبا ,100,1382,300000000.0,2000000.0,0,1,1
400180000.0, جنت‌آباد مرکزی ,115,1399,400000000.0,6000000.0,1,1,1
150093000.0, تهران‌سر ,102,1386,150000000.0,3100000.0,0,0,1
700270000.0, قیطریه ,120,1394,700000000.0,9000000.0,1,1,1
180000000.0, شوش ,74,1386,180000000.0,0.0,0,0,1
200063000.0, نارمک ,80,1385,200000000.0,2100000.0,0,1,1
350600000.0, ولنجک ,140,1397,350000000.0,20000000.0,1,1,1
60300000.0, ورامین ,110,1392,60000000.0,10000000.0,0,0,1
800210000.0, نیاوران ,130,1397,800000000.0,7000000.0,1,1,1
80003000.0, یافت‌آباد ,40,1388,80000000.0,100000.0,0,1,1
500000000.0, نازی‌آباد ,116,1399,500000000.0,0.0,1,1,1
100120000.0, حکیمیه ,66,1395,100000000.0,4000000.0,1,1,1
300240000.0, یوسف‌آباد ,80,1393,300000000.0,8000000.0,1,1,1
0.0, فرمانیه ,1800,1399,0.0,0.0,1,1,1
0.0, فشم ,116,1393,0.0,0.0,1,1,1
0.0, فرمانیه ,380,1398,0.0,0.0,1,1,1
100120000.0, ارم ,80,1385,100000000.0,4000000.0,1,1,1
0.0, ارم ,92,1383,0.0,0.0,0,1,1
150015000.0, دروازه شمیران ,56,1396,150000000.0,500000.0,1,0,1
0.0, پرند ,60,1391,0.0,0.0,0,1,1
1400000000.0, هروی ,150,1391,1400000000.0,0.0,1,1,1
2300000000.0, قیطریه ,170,1399,2300000000.0,0.0,1,1,1
200000000.0, ابوذر (منطقه ۱۵) ,55,1393,200000000.0,0.0,1,1,1
300030000.0, کوی فردوس ,70,1393,300000000.0,1000000.0,1,1,1
1500000000.0, سعادت‌آباد ,150,1386,1500000000.0,0.0,1,1,1
400105000.0, دریاچه شهدای خلیج فارس ,114,1394,400000000.0,3500000.0,1,1,1
50090000.0, دکتر هوشیار ,55,1385,50000000.0,3000000.0,0,0,1
1000780000.0, ولنجک ,165,1390,1000000000.0,26000000.0,1,1,1
1500000000.0, سهروردی ,150,1399,1500000000.0,0.0,1,1,1
100420000.0, هروی ,125,1393,100000000.0,14000000.0,1,1,1
1500000000.0, نیاوران ,215,1388,1500000000.0,0.0,1,1,1
190120000.0, سازمان برنامه ,70,1392,190000000.0,4000000.0,1,1,1
1800000000.0, کوی فردوس ,235,1399,1800000000.0,0.0,1,1,1
350255000.0, پونک ,125,1395,350000000.0,8500000.0,1,1,1
1200000000.0, نیاوران ,125,1398,1200000000.0,0.0,1,1,1
180000000.0, نیرو هوایی ,60,1385,180000000.0,0.0,0,0,1
370000000.0, جلفا ,70,1378,370000000.0,0.0,0,1,1
350090000.0, جنت‌آباد مرکزی ,63,1391,350000000.0,3000000.0,1,1,1
300375000.0, اختیاریه ,130,1395,300000000.0,12500000.0,1,1,1
700330000.0, فرمانیه ,148,1393,700000000.0,11000000.0,1,1,1
501350000.0, نیاوران ,228,1397,500000000.0,45000000.0,1,1,1
0.0, سعادت‌آباد ,150,1382,0.0,0.0,1,1,1
100090000.0, حکیمیه ,70,1381,100000000.0,3000000.0,0,1,1
330000000.0, تهرانپارس شرقی ,85,1395,330000000.0,0.0,1,1,1
100129000.0, پلیس ,50,1386,100000000.0,4300000.0,0,1,1
900000000.0, قلهک ,130,1397,900000000.0,0.0,1,1,1
50096000.0, شمس‌آباد ,50,1389,50000000.0,3200000.0,0,1,1
45027000.0, بومهن ,85,1395,45000000.0,900000.0,0,0,1
240000000.0, شهران شمالی ,50,1386,240000000.0,0.0,1,1,1
100240000.0, پونک ,58,1397,100000000.0,8000000.0,1,1,1
200000000.0, شهران شمالی ,60,1388,200000000.0,0.0,0,1,1
1000000000.0, زعفرانیه ,140,1380,1000000000.0,0.0,1,1,1
150096000.0, جنت‌آباد جنوبی ,65,1389,150000000.0,3200000.0,0,0,1
0.0, دروس ,120,1395,0.0,0.0,1,1,1
1001800000.0, نیاوران ,360,1395,1000000000.0,60000000.0,1,1,1
200150000.0, قلهک ,75,1387,200000000.0,5000000.0,0,0,1
800750000.0, نیاوران ,125,1398,800000000.0,25000000.0,1,1,1
20045000.0, شهر ری - اقدسیه ,70,1382,20000000.0,1500000.0,0,0,1
0.0, الهیه ,350,1399,0.0,0.0,1,1,1
80054000.0, افسریه ,72,1390,80000000.0,1800000.0,0,1,1
580000000.0, شهرک غرب ,90,1388,580000000.0,0.0,1,1,1
0.0, نیاوران ,280,1396,0.0,0.0,1,1,1
6500000000.0, نیاوران ,270,1398,6500000000.0,0.0,1,1,1
400360000.0, سعادت‌آباد ,170,1385,400000000.0,12000000.0,1,1,1
220192000.0, جنت‌آباد مرکزی ,125,1385,220000000.0,6400000.0,0,1,1
400315000.0, سعادت‌آباد ,105,1399,400000000.0,10500000.0,1,1,1
60111000.0, دهکده المپیک ,70,1380,60000000.0,3700000.0,0,1,1
35013500.0, پرند ,75,1397,35000000.0,450000.0,1,0,1
50150000.0, شهر زیبا ,76,1385,50000000.0,5000000.0,0,1,1
2001800000.0, شهرک غرب ,240,1390,2000000000.0,60000000.0,1,1,1
150000000.0, نارمک جنوبی ,50,1392,150000000.0,0.0,0,0,1
100219000.0, نیرو هوایی ,102,1390,100000000.0,7300000.0,1,1,1
220126000.0, نیرو هوایی ,135,1383,220000000.0,4200000.0,0,1,1
175000000.0, نواب ,71,1395,175000000.0,0.0,1,0,1
800000000.0, شهرک غرب ,120,1386,800000000.0,0.0,1,0,1
1000240000.0, دروس ,160,1395,1000000000.0,8000000.0,1,1,1
1000000000.0, دزاشیب ,130,1393,1000000000.0,0.0,1,1,1
100099000.0, شمس‌آباد ,50,1393,100000000.0,3300000.0,1,0,1
0.0, اقدسیه ,240,1399,0.0,0.0,1,1,1
150000000.0, تهرانپارس غربی ,47,1384,150000000.0,0.0,0,0,1
150225000.0, سعادت‌آباد ,90,1392,150000000.0,7500000.0,1,1,1
501260000.0, فرمانیه ,300,1385,500000000.0,42000000.0,1,1,1
100030000.0, آهنگ ,52,1383,100000000.0,1000000.0,0,1,1
350000000.0, اسکندری ,100,1394,350000000.0,0.0,0,0,1
0.0, زعفرانیه ,370,1395,0.0,0.0,1,1,1
650000000.0, سعادت‌آباد ,95,1388,650000000.0,0.0,1,1,1
300000000.0, نیاوران ,150,1388,300000000.0,0.0,1,1,1
0.0, نیاوران ,140,1390,0.0,0.0,1,1,1
400600000.0, باغ فردوس ,200,1391,400000000.0,20000000.0,1,1,1
250156000.0, سهروردی ,110,1384,250000000.0,5200000.0,0,1,1
60060000.0, شمیران‌نو ,55,1399,60000000.0,2000000.0,0,0,1
200103500.0, پونک ,63,1395,200000000.0,3450000.0,1,1,1
201650000.0, ولنجک ,220,1390,200000000.0,55000000.0,1,1,1
350300000.0, سازمان برنامه ,120,1397,350000000.0,10000000.0,1,1,1
0.0, پاسداران ,125,1390,0.0,0.0,1,1,1
140126000.0, کوی بیمه ,71,1389,140000000.0,4200000.0,1,1,1
300450000.0, ولنجک ,100,1386,300000000.0,15000000.0,1,1,1
40000000.0, پاکدشت ,85,1399,40000000.0,0.0,0,0,1
60105000.0, ایرانشهر ,60,1380,60000000.0,3500000.0,0,1,1
220000000.0, کرمان ,75,1379,220000000.0,0.0,0,0,1
200165000.0, گلاب دره ,82,1389,200000000.0,5500000.0,1,1,1
0.0, مرزداران ,120,1393,0.0,0.0,1,1,1
80000000.0, شهریار ,60,1396,80000000.0,0.0,0,1,1
0.0, نیاوران ,150,1399,0.0,0.0,1,1,1
600000000.0, نیرو هوایی ,110,1399,600000000.0,0.0,1,1,1
400210000.0, جنت‌آباد مرکزی ,120,1399,400000000.0,7000000.0,1,1,1
500660000.0, پاسداران ,250,1390,500000000.0,22000000.0,1,1,1
100045000.0, گمرک ,55,1397,100000000.0,1500000.0,1,1,1
350150000.0, جنت‌آباد مرکزی ,120,1391,350000000.0,5000000.0,1,1,1
1000000000.0, نیاوران ,100,1393,1000000000.0,0.0,1,1,1
200240000.0, حکیمیه ,130,1398,200000000.0,8000000.0,1,1,1
700060000.0, پونک ,160,1385,700000000.0,2000000.0,1,1,1
1500000000.0, نیاوران ,165,1398,1500000000.0,0.0,1,1,1
100300000.0, پاسداران ,85,1397,100000000.0,10000000.0,1,1,1
0.0, ولنجک ,166,1387,0.0,0.0,1,1,1
15054000.0, اتابک ,40,1363,15000000.0,1800000.0,0,0,1
620000000.0, سازمان برنامه ,120,1396,620000000.0,0.0,1,1,1
500360000.0, نیاوران ,130,1395,500000000.0,12000000.0,1,1,1
880000000.0, نیاوران ,122,1397,880000000.0,0.0,1,1,1
550945000.0, زعفرانیه ,235,1395,550000000.0,31500000.0,1,1,1
601200000.0, نارمک ,85,1380,600000000.0,40000000.0,0,1,1
420000000.0, جنت‌آباد جنوبی ,85,1390,420000000.0,0.0,1,1,1
400000000.0, استخر ,90,1394,400000000.0,0.0,1,1,1
530960000.0, زعفرانیه ,240,1396,530000000.0,32000000.0,1,1,1
200090000.0, نیرو هوایی ,80,1395,200000000.0,3000000.0,1,1,1
0.0, هروی ,125,1399,0.0,0.0,1,1,1
950000000.0, فرمانیه ,115,1393,950000000.0,0.0,1,1,1
400690000.0, جردن ,150,1399,400000000.0,23000000.0,1,1,1
100195000.0, دریاچه شهدای خلیج فارس ,106,1385,100000000.0,6500000.0,1,1,1
60081000.0, ارامنه ,90,1363,60000000.0,2700000.0,0,0,1
2000000000.0, کامرانیه ,200,1396,2000000000.0,0.0,1,1,1
320039000.0, سازمان برنامه ,60,1395,320000000.0,1300000.0,1,1,1
370000000.0, شهرآرا ,60,1392,370000000.0,0.0,1,1,1
220000000.0, نارمک ,55,1385,220000000.0,0.0,1,0,1
30045000.0, فیروزکوه ,85,1399,30000000.0,1500000.0,0,1,1
50060000.0, جی ,50,1396,50000000.0,2000000.0,1,0,1
900000000.0, فرمانیه ,140,1388,900000000.0,0.0,1,1,1
2500000000.0, آجودانیه ,160,1398,2500000000.0,0.0,1,1,1
550000000.0, کوی فردوس ,90,1397,550000000.0,0.0,1,1,1
200405000.0, قیطریه ,110,1387,200000000.0,13500000.0,1,1,1
1100000000.0, نیاوران ,145,1387,1100000000.0,0.0,1,1,1
400003000.0, باغ فیض ,68,1395,400000000.0,100000.0,1,1,1
0.0, زعفرانیه ,100,1395,0.0,0.0,1,1,1
0.0, قیطریه ,110,1399,0.0,0.0,1,1,1
0.0, کامرانیه ,100,1393,0.0,0.0,1,1,1
0.0, سعادت‌آباد ,90,1392,0.0,0.0,1,1,1
300300000.0, اوین ,155,1381,300000000.0,10000000.0,1,1,1
0.0, کامرانیه ,67,1398,0.0,0.0,1,1,1
170000000.0, پردیس ,110,1393,170000000.0,0.0,1,1,1
400150000.0, نیاوران ,65,1390,400000000.0,5000000.0,1,1,1
400060000.0, شهر زیبا ,108,1395,400000000.0,2000000.0,1,1,1
800000000.0, ولنجک ,100,1397,800000000.0,0.0,1,1,1
0.0, زعفرانیه ,390,1398,0.0,0.0,1,1,1
600000000.0, پونک ,90,1395,600000000.0,0.0,1,1,1
